attendance_id,worker_id,mine_id,shift_date,shift_type,attendance_status,check_in_time,check_out_time,training_status,training_expiry,medical_fitness,medical_expiry,ppe_status,ppe_issues
ATT-05236,WRK-7107,JH-002,2023-01-28,Night,Present,23:01:00,07:36:00,Certified,2023-09-04,Fit,2023-08-20,Non-Compliant,Helmet missing
ATT-05237,WRK-8667,CG-001,2023-03-21,Morning,Present,08:11:00,15:31:00,Certified,2023-07-27,Fit,2023-09-13,Compliant,
ATT-05238,WRK-3336,JH-002,2023-03-28,Night,Present,23:05:00,08:40:00,Certified,2023-12-12,Fit,2023-09-11,Compliant,
ATT-05239,WRK-9002,CG-002,2023-02-23,Afternoon,Present,15:42:00,22:55:00,Certified,2023-06-14,Fit,2023-09-07,Partial,Boots missing
ATT-05240,WRK-5162,OD-002,2023-01-03,Night,Present,22:58:00,06:33:00,Expired,2022-12-30,Unfit,2023-01-02,Compliant,
ATT-05241,WRK-2269,JH-002,2023-01-29,Night,Present,22:53:00,08:26:00,Pending,2022-12-30,Fit,2023-06-16,Compliant,
ATT-05242,WRK-4516,OD-002,2023-02-09,Morning,Present,07:53:00,15:34:00,Certified,2023-09-24,Fit,2023-08-17,Partial,None
ATT-05243,WRK-7525,JH-002,2023-03-11,Afternoon,Absent,,,Pending,2023-03-10,Fit,2023-09-15,Compliant,
ATT-05244,WRK-4414,JH-001,2023-01-15,Afternoon,Present,15:09:00,22:20:00,Pending,2022-12-19,Fit,2023-08-27,Compliant,
ATT-05245,WRK-2953,CG-002,2023-02-03,Night,Present,23:34:00,07:40:00,Expired,2023-01-21,Fit,2023-08-14,Compliant,
ATT-05246,WRK-0946,JH-003,2023-02-28,Afternoon,Present,16:17:00,23:31:00,Certified,2023-12-19,Pending,2023-01-30,Compliant,
ATT-05247,WRK-4628,CG-002,2023-02-08,Night,Present,23:27:00,07:15:00,Expired,2023-01-15,Fit,2023-10-20,Compliant,
ATT-05248,WRK-9943,OD-001,2023-03-25,Night,Present,22:48:00,07:55:00,Certified,2023-11-27,Unfit,2023-03-11,Compliant,
ATT-05249,WRK-3281,CG-002,2023-02-25,Morning,Present,06:33:00,14:52:00,Pending,2023-02-20,Fit,2023-10-10,Compliant,
ATT-05250,WRK-5666,JH-002,2023-02-14,Morning,Present,06:51:00,15:47:00,Certified,2023-11-03,Fit,2023-07-25,Compliant,
ATT-05251,WRK-1356,CG-001,2023-02-24,Afternoon,Present,15:36:00,22:10:00,Certified,2023-10-07,Fit,2023-09-13,Partial,None
ATT-05252,WRK-8826,CG-002,2023-03-22,Afternoon,Present,16:51:00,22:55:00,Certified,2024-03-19,Fit,2023-07-21,Non-Compliant,None
ATT-05253,WRK-8869,JH-003,2023-01-13,Night,Present,23:38:00,06:52:00,Certified,2023-11-01,Fit,2023-04-24,Compliant,
ATT-05254,WRK-1706,OD-002,2023-03-16,Night,Late,,,Certified,2023-12-23,Unfit,2023-02-24,Compliant,
ATT-05255,WRK-3526,OD-002,2023-03-26,Afternoon,Present,16:55:00,22:11:00,Expired,2023-02-28,Fit,2024-02-19,Compliant,
ATT-05256,WRK-5439,CG-001,2023-03-10,Afternoon,Late,,,Certified,2023-10-25,Fit,2023-07-28,Non-Compliant,Boots missing
ATT-05257,WRK-0193,JH-002,2023-03-24,Night,Present,22:31:00,08:06:00,Pending,2023-03-21,Fit,2023-08-12,Partial,Helmet missing
ATT-05258,WRK-7982,JH-002,2023-02-15,Morning,Present,06:39:00,15:27:00,Certified,2023-10-11,Unfit,2023-01-20,Compliant,
ATT-05259,WRK-9438,JH-001,2023-03-17,Afternoon,Present,15:42:00,23:43:00,Certified,2023-08-09,Fit,2023-12-13,Compliant,
ATT-05260,WRK-6191,CG-002,2023-02-28,Afternoon,Present,16:38:00,22:08:00,Certified,2023-07-31,Unfit,2023-02-21,Compliant,
ATT-05261,WRK-6787,JH-001,2023-03-02,Afternoon,Present,15:16:00,23:30:00,Certified,2023-11-02,Unfit,2023-02-28,Compliant,
ATT-05262,WRK-2925,JH-003,2023-02-09,Night,Late,,,Certified,2023-05-13,Pending,2023-01-25,Compliant,
ATT-05263,WRK-7928,OD-001,2023-03-29,Night,Present,22:34:00,06:36:00,Certified,2023-07-14,Pending,2023-02-27,Compliant,
ATT-05264,WRK-3243,JH-002,2023-01-05,Morning,Present,07:27:00,14:43:00,Certified,2023-06-30,Fit,2023-09-03,Compliant,
ATT-05265,WRK-9403,OD-002,2023-01-28,Night,Present,22:49:00,07:40:00,Certified,2024-01-28,Fit,2023-07-01,Non-Compliant,None
ATT-05266,WRK-6152,OD-002,2023-03-09,Afternoon,Present,15:05:00,23:21:00,Certified,2023-07-01,Pending,2023-03-01,Non-Compliant,Boots missing
ATT-05267,WRK-5768,OD-001,2023-02-28,Afternoon,Present,15:18:00,22:16:00,Certified,2023-11-24,Fit,2023-12-20,Compliant,
ATT-05268,WRK-1231,OD-001,2023-01-10,Night,Present,22:15:00,07:56:00,Expired,2023-01-06,Fit,2023-06-12,Partial,Helmet missing
ATT-05269,WRK-0294,CG-002,2023-03-31,Afternoon,Present,14:05:00,22:09:00,Certified,2024-02-13,Unfit,2023-03-13,Compliant,
ATT-05270,WRK-6119,CG-001,2023-03-08,Night,Present,22:36:00,07:13:00,Pending,2023-02-28,Fit,2024-02-27,Compliant,
ATT-05271,WRK-9762,CG-002,2023-03-14,Night,Present,23:42:00,06:53:00,Pending,2023-03-06,Fit,2023-07-15,Partial,Helmet missing
ATT-05272,WRK-4346,JH-001,2023-02-26,Afternoon,Present,14:54:00,22:57:00,Certified,2024-02-20,Fit,2023-09-04,Non-Compliant,None
ATT-05273,WRK-7269,CG-002,2023-01-28,Night,Present,23:47:00,06:16:00,Expired,2023-01-01,Fit,2023-08-13,Partial,Helmet missing
ATT-05274,WRK-3604,CG-001,2023-01-04,Morning,Present,07:27:00,16:25:00,Pending,2022-12-22,Fit,2023-08-23,Partial,None
ATT-05275,WRK-5913,JH-001,2023-03-07,Morning,Present,07:10:00,15:22:00,Pending,2023-02-16,Fit,2024-02-24,Compliant,
ATT-05276,WRK-1281,CG-001,2023-03-26,Afternoon,Present,14:50:00,22:18:00,Certified,2024-03-24,Fit,2024-02-15,Non-Compliant,None
ATT-05277,WRK-6756,JH-002,2023-03-27,Night,Present,23:56:00,06:17:00,Certified,2023-12-26,Fit,2023-08-31,Compliant,
ATT-05278,WRK-2287,CG-001,2023-01-28,Night,Present,22:14:00,07:04:00,Certified,2023-05-27,Pending,2023-01-13,Compliant,
ATT-05279,WRK-6084,JH-002,2023-02-02,Morning,Present,06:59:00,14:55:00,Certified,2023-09-28,Fit,2023-05-05,Non-Compliant,None
ATT-05280,WRK-4522,JH-003,2023-04-01,Afternoon,Present,15:56:00,23:09:00,Certified,2024-03-07,Fit,2023-08-18,Compliant,
ATT-05281,WRK-8848,CG-002,2023-02-14,Afternoon,Present,14:52:00,22:43:00,Certified,2023-08-22,Fit,2023-06-30,Non-Compliant,Boots missing
ATT-05282,WRK-5942,JH-001,2023-04-01,Afternoon,Present,16:29:00,22:34:00,Certified,2023-11-18,Pending,2023-03-12,Compliant,
ATT-05283,WRK-4629,CG-002,2023-02-06,Night,Absent,,,Certified,2023-12-24,Fit,2023-12-23,Non-Compliant,Helmet missing
ATT-05284,WRK-4814,JH-002,2023-01-08,Afternoon,Present,14:13:00,23:12:00,Certified,2023-05-10,Fit,2023-11-21,Partial,None
ATT-05285,WRK-1763,OD-001,2023-03-23,Morning,Present,08:01:00,16:01:00,Pending,2023-02-24,Fit,2023-12-07,Compliant,
ATT-05286,WRK-8156,CG-001,2023-02-08,Night,Present,23:02:00,06:24:00,Certified,2023-11-28,Fit,2023-05-29,Compliant,
ATT-05287,WRK-7201,OD-002,2023-02-17,Morning,On Leave,,,Certified,2023-08-10,Pending,2023-02-08,Compliant,
ATT-05288,WRK-9660,CG-002,2023-03-15,Afternoon,Present,16:43:00,22:21:00,Pending,2023-03-14,Fit,2023-07-19,Compliant,
ATT-05289,WRK-6275,OD-002,2023-03-28,Morning,Present,06:16:00,15:41:00,Pending,2023-03-11,Pending,2023-03-16,Compliant,
ATT-05290,WRK-4846,OD-002,2023-01-16,Afternoon,Present,14:46:00,23:44:00,Certified,2023-05-21,Fit,2023-08-24,Non-Compliant,None
ATT-05291,WRK-0405,OD-002,2023-03-08,Night,Present,23:58:00,06:19:00,Pending,2023-03-05,Fit,2023-09-27,Compliant,
ATT-05292,WRK-0036,CG-001,2023-03-23,Night,Present,23:46:00,07:11:00,Certified,2023-11-25,Unfit,2023-03-17,Compliant,
ATT-05293,WRK-1287,JH-001,2023-03-22,Morning,Present,07:34:00,14:29:00,Expired,2023-03-20,Unfit,2023-03-21,Partial,Helmet missing
ATT-05294,WRK-1078,CG-001,2023-02-06,Afternoon,Present,15:24:00,22:48:00,Certified,2023-08-22,Fit,2023-11-29,Partial,Boots missing
ATT-05295,WRK-5478,OD-002,2023-01-18,Night,Present,22:04:00,08:04:00,Expired,2023-01-13,Fit,2023-06-05,Compliant,
ATT-05296,WRK-5477,OD-001,2023-01-25,Afternoon,Present,15:23:00,22:32:00,Certified,2023-11-30,Fit,2023-05-03,Compliant,
ATT-05297,WRK-3351,OD-001,2023-03-27,Night,Present,23:38:00,08:03:00,Certified,2023-12-23,Fit,2023-09-26,Partial,Helmet missing
ATT-05298,WRK-6882,JH-003,2023-03-31,Morning,Present,07:17:00,16:26:00,Certified,2023-11-19,Fit,2023-12-13,Compliant,
ATT-05299,WRK-8940,CG-001,2023-01-07,Morning,Present,07:06:00,15:41:00,Certified,2023-09-21,Unfit,2022-12-21,Compliant,
ATT-05300,WRK-9106,OD-002,2023-01-28,Afternoon,Present,15:06:00,23:11:00,Pending,2023-01-02,Fit,2023-07-24,Non-Compliant,Boots missing
ATT-05301,WRK-3908,JH-002,2023-01-24,Night,Present,23:47:00,07:49:00,Certified,2023-05-13,Fit,2023-05-06,Compliant,
ATT-05302,WRK-2397,JH-001,2023-02-27,Night,Present,22:07:00,07:12:00,Certified,2023-06-08,Fit,2023-12-30,Non-Compliant,Helmet missing
ATT-05303,WRK-1806,JH-003,2023-02-08,Night,Absent,,,Certified,2023-09-20,Unfit,2023-01-20,Partial,Boots missing
ATT-05304,WRK-4666,JH-001,2023-03-19,Morning,Present,08:53:00,14:34:00,Certified,2024-02-13,Fit,2023-11-24,Partial,Helmet missing
ATT-05305,WRK-8326,JH-002,2023-01-10,Night,Present,22:58:00,08:23:00,Certified,2023-12-06,Fit,2023-04-18,Compliant,
ATT-05306,WRK-3376,OD-001,2023-02-15,Morning,Present,06:55:00,14:02:00,Certified,2023-07-13,Fit,2023-08-11,Compliant,
ATT-05307,WRK-2341,JH-001,2023-03-26,Morning,Present,07:02:00,15:44:00,Certified,2024-02-20,Fit,2024-02-02,Compliant,
ATT-05308,WRK-7499,JH-001,2023-02-01,Afternoon,Present,16:35:00,23:57:00,Expired,2023-01-07,Fit,2023-10-26,Compliant,
ATT-05309,WRK-9162,JH-003,2023-01-05,Afternoon,Present,16:27:00,23:00:00,Expired,2022-12-31,Fit,2023-06-23,Partial,None
ATT-05310,WRK-7285,CG-002,2023-02-19,Afternoon,Present,16:54:00,22:04:00,Pending,2023-02-18,Fit,2023-06-22,Partial,Boots missing
ATT-05311,WRK-5615,JH-002,2023-02-19,Night,Present,23:14:00,06:38:00,Expired,2023-01-20,Fit,2023-12-03,Partial,None
ATT-05312,WRK-4017,CG-002,2023-02-06,Morning,Present,07:50:00,15:57:00,Pending,2023-01-23,Fit,2023-07-10,Compliant,
ATT-05313,WRK-7920,OD-001,2023-01-27,Morning,Absent,,,Certified,2023-10-29,Fit,2023-07-06,Compliant,
ATT-05314,WRK-9322,OD-002,2023-03-27,Night,Present,23:30:00,08:16:00,Certified,2023-12-23,Fit,2023-08-07,Compliant,
ATT-05315,WRK-5609,JH-002,2023-02-06,Morning,Present,06:39:00,14:35:00,Certified,2023-10-26,Fit,2023-07-18,Compliant,
ATT-05316,WRK-2298,OD-001,2023-01-24,Afternoon,Present,16:11:00,23:22:00,Certified,2023-09-01,Pending,2023-01-18,Partial,Helmet missing
ATT-05317,WRK-1986,OD-001,2023-02-22,Afternoon,Present,14:22:00,23:36:00,Certified,2023-12-04,Fit,2024-01-25,Compliant,
ATT-05318,WRK-7043,CG-001,2023-01-22,Afternoon,Present,15:23:00,23:55:00,Certified,2023-04-28,Fit,2023-09-28,Partial,None
ATT-05319,WRK-2876,OD-002,2023-02-27,Night,Present,23:57:00,06:15:00,Certified,2023-05-29,Fit,2023-10-16,Compliant,
ATT-05320,WRK-5630,OD-001,2023-02-20,Night,Present,23:41:00,06:19:00,Certified,2023-10-24,Fit,2023-11-12,Compliant,
ATT-05321,WRK-1121,CG-001,2023-01-21,Morning,Present,07:40:00,15:58:00,Certified,2023-12-22,Fit,2023-09-23,Compliant,
ATT-05322,WRK-5159,OD-001,2023-02-12,Afternoon,Absent,,,Certified,2024-02-02,Pending,2023-01-31,Non-Compliant,None
ATT-05323,WRK-0380,OD-002,2023-02-11,Morning,Present,07:54:00,16:48:00,Pending,2023-01-23,Fit,2023-09-02,Compliant,
ATT-05324,WRK-7881,CG-002,2023-02-05,Afternoon,Present,16:39:00,23:22:00,Certified,2023-08-09,Fit,2024-01-18,Compliant,
ATT-05325,WRK-0283,OD-002,2023-03-15,Night,Present,23:13:00,06:01:00,Certified,2023-06-27,Pending,2023-02-17,Compliant,
ATT-05326,WRK-9399,CG-001,2023-03-27,Night,Present,22:31:00,06:39:00,Certified,2023-08-23,Fit,2023-10-03,Compliant,
ATT-05327,WRK-0434,JH-003,2023-03-25,Night,Present,23:19:00,06:17:00,Expired,2023-03-13,Fit,2023-10-02,Compliant,
ATT-05328,WRK-8481,JH-001,2023-03-03,Night,Present,22:31:00,08:57:00,Certified,2023-10-11,Fit,2023-06-21,Non-Compliant,None
ATT-05329,WRK-6286,JH-001,2023-02-27,Morning,Present,08:52:00,15:41:00,Certified,2024-02-23,Pending,2023-02-12,Compliant,
ATT-05330,WRK-3855,OD-001,2023-03-23,Morning,Late,,,Expired,2023-03-18,Fit,2024-02-12,Partial,None
ATT-05331,WRK-0044,OD-001,2023-03-20,Afternoon,Present,16:57:00,23:20:00,Pending,2023-03-17,Fit,2023-07-28,Non-Compliant,None
ATT-05332,WRK-9355,OD-002,2023-02-14,Night,Present,22:40:00,07:12:00,Pending,2023-01-22,Fit,2023-09-26,Partial,Helmet missing
ATT-05333,WRK-5761,OD-001,2023-01-09,Night,Present,23:54:00,07:30:00,Certified,2023-09-21,Fit,2023-04-11,Partial,None
ATT-05334,WRK-0753,JH-002,2023-01-18,Morning,Present,08:06:00,15:53:00,Certified,2023-06-16,Fit,2023-09-10,Compliant,
ATT-05335,WRK-7491,JH-002,2023-03-04,Afternoon,Present,15:31:00,22:00:00,Certified,2023-10-29,Fit,2023-09-18,Partial,None
ATT-05336,WRK-2972,CG-001,2023-02-27,Night,Late,,,Certified,2023-09-01,Fit,2023-11-14,Compliant,
ATT-05337,WRK-5514,OD-002,2023-01-29,Night,Present,23:57:00,06:44:00,Certified,2023-07-08,Fit,2024-01-02,Compliant,
ATT-05338,WRK-5353,CG-001,2023-02-19,Morning,Present,08:20:00,14:15:00,Pending,2023-02-09,Fit,2024-01-11,Compliant,
ATT-05339,WRK-6036,JH-001,2023-03-28,Morning,Present,06:48:00,16:52:00,Expired,2023-03-05,Fit,2023-12-06,Compliant,
ATT-05340,WRK-0718,CG-001,2023-02-22,Morning,Present,07:35:00,16:03:00,Certified,2023-09-10,Fit,2024-01-30,Compliant,
ATT-05341,WRK-0287,CG-002,2023-02-12,Night,Present,22:06:00,08:43:00,Certified,2023-07-19,Fit,2024-01-02,Compliant,
ATT-05342,WRK-9738,CG-001,2023-02-22,Morning,Present,07:07:00,15:41:00,Certified,2023-05-30,Unfit,2023-02-02,Compliant,
ATT-05343,WRK-6350,OD-002,2023-01-27,Night,Late,,,Certified,2023-06-16,Pending,2023-01-12,Compliant,
ATT-05344,WRK-3797,CG-001,2023-02-16,Afternoon,Present,15:40:00,22:19:00,Certified,2023-07-07,Fit,2024-01-01,Compliant,
ATT-05345,WRK-9216,JH-003,2023-01-30,Afternoon,Present,14:12:00,22:04:00,Certified,2023-08-30,Fit,2023-08-08,Compliant,
ATT-05346,WRK-7768,JH-001,2023-01-07,Afternoon,Present,14:20:00,23:00:00,Pending,2022-12-11,Fit,2023-06-08,Compliant,
ATT-05347,WRK-3645,JH-001,2023-03-23,Afternoon,Present,16:33:00,23:49:00,Expired,2023-03-07,Pending,2023-03-05,Compliant,
ATT-05348,WRK-0282,CG-002,2023-03-15,Morning,Present,07:41:00,14:06:00,Pending,2023-03-04,Fit,2024-01-26,Compliant,
ATT-05349,WRK-6321,JH-001,2023-02-25,Morning,Present,07:22:00,15:12:00,Pending,2023-02-24,Fit,2023-11-17,Compliant,
ATT-05350,WRK-8404,CG-002,2023-01-16,Afternoon,Present,14:03:00,23:56:00,Certified,2023-10-27,Fit,2023-12-29,Non-Compliant,None
ATT-05351,WRK-5479,CG-001,2023-02-01,Morning,Present,07:52:00,16:36:00,Certified,2023-05-10,Pending,2023-01-06,Compliant,
ATT-05352,WRK-3449,JH-001,2023-03-29,Morning,Present,07:46:00,15:07:00,Certified,2024-01-08,Fit,2023-07-21,Compliant,
ATT-05353,WRK-2368,OD-002,2023-01-30,Night,Present,23:14:00,08:52:00,Certified,2023-07-07,Fit,2023-06-28,Compliant,
ATT-05354,WRK-9306,OD-001,2023-03-06,Night,Present,22:47:00,08:39:00,Certified,2023-07-29,Fit,2023-10-19,Compliant,
ATT-05355,WRK-5222,JH-002,2023-04-01,Afternoon,Present,14:30:00,23:00:00,Certified,2023-11-02,Pending,2023-03-23,Compliant,
ATT-05356,WRK-2379,CG-001,2023-02-04,Morning,Present,07:45:00,16:25:00,Certified,2023-11-04,Pending,2023-01-09,Compliant,
ATT-05357,WRK-9394,OD-002,2023-03-06,Morning,On Leave,,,Certified,2023-09-13,Fit,2023-12-16,Compliant,
ATT-05358,WRK-3948,JH-002,2023-02-17,Morning,On Leave,,,Pending,2023-02-01,Fit,2023-12-03,Compliant,
ATT-05359,WRK-6512,OD-002,2023-01-18,Afternoon,Present,14:47:00,23:39:00,Certified,2023-05-13,Fit,2023-09-22,Compliant,
ATT-05360,WRK-2970,CG-002,2023-03-12,Night,Absent,,,Certified,2023-08-22,Fit,2023-09-24,Compliant,
ATT-05361,WRK-6434,CG-001,2023-02-12,Afternoon,Present,14:41:00,22:11:00,Pending,2023-01-24,Fit,2023-12-01,Compliant,
ATT-05362,WRK-7790,CG-001,2023-02-24,Morning,Present,06:23:00,16:39:00,Certified,2023-08-19,Fit,2023-08-11,Partial,None
ATT-05363,WRK-4297,CG-001,2023-01-27,Afternoon,Late,,,Certified,2024-01-14,Fit,2023-08-26,Compliant,
ATT-05364,WRK-1943,JH-002,2023-01-02,Morning,Present,07:44:00,16:35:00,Certified,2023-10-31,Fit,2023-06-02,Compliant,
ATT-05365,WRK-9432,JH-002,2023-02-26,Morning,Present,06:49:00,16:39:00,Pending,2023-02-24,Fit,2023-07-25,Compliant,
ATT-05366,WRK-1491,JH-001,2023-03-29,Night,Present,23:02:00,08:05:00,Pending,2023-03-10,Fit,2024-03-14,Partial,Boots missing
ATT-05367,WRK-0175,CG-002,2023-02-28,Night,On Leave,,,Expired,2023-01-30,Fit,2023-10-18,Partial,Helmet missing
ATT-05368,WRK-9384,JH-003,2023-02-12,Night,Present,22:51:00,08:51:00,Certified,2023-12-21,Fit,2023-06-16,Compliant,
ATT-05369,WRK-9262,OD-001,2023-03-25,Afternoon,Present,15:35:00,23:31:00,Certified,2024-02-10,Unfit,2023-02-23,Non-Compliant,None
ATT-05370,WRK-5630,OD-001,2023-03-27,Night,Present,22:26:00,07:53:00,Certified,2024-03-19,Fit,2023-07-06,Partial,Boots missing
ATT-05371,WRK-5183,OD-002,2023-02-06,Night,Present,22:12:00,08:24:00,Certified,2023-11-23,Fit,2023-08-27,Compliant,
ATT-05372,WRK-6946,CG-002,2023-02-11,Afternoon,Present,16:40:00,23:18:00,Expired,2023-01-22,Fit,2023-08-09,Compliant,
ATT-05373,WRK-9415,OD-001,2023-02-22,Night,Absent,,,Certified,2024-02-22,Fit,2023-07-23,Partial,None
ATT-05374,WRK-3285,JH-003,2023-01-17,Afternoon,Present,14:13:00,23:13:00,Certified,2023-09-01,Pending,2022-12-22,Compliant,
ATT-05375,WRK-6630,JH-002,2023-02-19,Morning,Present,07:34:00,14:28:00,Certified,2023-10-22,Fit,2023-09-26,Partial,Helmet missing
ATT-05376,WRK-2093,JH-001,2023-02-13,Afternoon,Present,14:22:00,22:27:00,Expired,2023-01-22,Pending,2023-01-22,Compliant,
ATT-05377,WRK-5062,JH-002,2023-03-18,Morning,Present,07:19:00,14:56:00,Certified,2023-11-02,Pending,2023-03-01,Compliant,
ATT-05378,WRK-5760,OD-001,2023-03-30,Afternoon,Present,16:34:00,22:07:00,Pending,2023-03-13,Unfit,2023-03-05,Compliant,
ATT-05379,WRK-4361,OD-001,2023-03-07,Morning,Present,07:56:00,14:51:00,Pending,2023-02-28,Unfit,2023-02-25,Compliant,
ATT-05380,WRK-3933,OD-001,2023-01-13,Night,Present,23:40:00,06:48:00,Certified,2024-01-06,Fit,2023-07-18,Compliant,
ATT-05381,WRK-6565,JH-001,2023-03-24,Morning,Present,06:00:00,16:27:00,Certified,2023-12-22,Pending,2023-03-16,Compliant,
ATT-05382,WRK-3761,JH-001,2023-03-04,Night,Present,22:02:00,06:15:00,Certified,2023-09-07,Fit,2023-07-19,Partial,Boots missing
ATT-05383,WRK-9203,CG-002,2023-03-24,Night,Present,22:54:00,07:51:00,Pending,2023-02-28,Fit,2023-07-18,Non-Compliant,Helmet missing
ATT-05384,WRK-8407,JH-002,2023-02-06,Morning,Present,06:15:00,16:16:00,Certified,2023-06-05,Pending,2023-01-12,Non-Compliant,None
ATT-05385,WRK-2033,JH-001,2023-02-02,Night,Present,23:54:00,06:13:00,Expired,2023-01-19,Fit,2023-10-03,Partial,Boots missing
ATT-05386,WRK-0337,CG-002,2023-03-19,Afternoon,Present,14:32:00,23:11:00,Certified,2024-01-24,Fit,2024-03-18,Partial,None
ATT-05387,WRK-4197,JH-002,2023-02-18,Afternoon,Present,14:14:00,23:14:00,Expired,2023-01-28,Fit,2024-02-03,Compliant,
ATT-05388,WRK-5626,CG-001,2023-02-09,Afternoon,Present,15:21:00,22:56:00,Certified,2023-12-15,Fit,2024-01-26,Compliant,
ATT-05389,WRK-2016,JH-002,2023-01-07,Afternoon,Present,14:41:00,23:34:00,Certified,2023-11-27,Fit,2023-11-16,Compliant,
ATT-05390,WRK-8727,JH-002,2023-02-23,Night,Absent,,,Certified,2023-05-28,Fit,2023-12-30,Compliant,
ATT-05391,WRK-3250,JH-003,2023-03-24,Afternoon,Present,16:07:00,23:58:00,Certified,2023-07-27,Fit,2023-09-15,Partial,Boots missing
ATT-05392,WRK-8898,OD-002,2023-01-18,Night,Present,23:17:00,07:46:00,Certified,2023-08-30,Pending,2023-01-07,Compliant,
ATT-05393,WRK-8599,CG-001,2023-01-19,Afternoon,Present,16:31:00,23:49:00,Expired,2022-12-27,Fit,2023-10-26,Partial,Boots missing
ATT-05394,WRK-8343,JH-003,2023-03-31,Night,Present,23:43:00,07:34:00,Expired,2023-03-09,Fit,2023-08-22,Compliant,
ATT-05395,WRK-7703,CG-002,2023-01-04,Night,Present,22:35:00,08:42:00,Certified,2023-07-08,Fit,2023-06-19,Non-Compliant,None
ATT-05396,WRK-9231,JH-002,2023-03-02,Morning,Present,06:04:00,14:20:00,Certified,2024-01-13,Fit,2023-07-22,Compliant,
ATT-05397,WRK-5457,CG-002,2023-03-01,Night,Present,23:51:00,06:52:00,Certified,2023-08-30,Pending,2023-02-28,Compliant,
ATT-05398,WRK-8072,JH-001,2023-02-25,Night,Present,22:51:00,08:56:00,Certified,2023-05-27,Unfit,2023-01-29,Compliant,
ATT-05399,WRK-3541,JH-001,2023-02-28,Night,On Leave,,,Certified,2023-06-23,Fit,2023-09-01,Partial,None
ATT-05400,WRK-7377,JH-003,2023-01-09,Afternoon,Present,16:37:00,23:54:00,Pending,2022-12-29,Fit,2023-09-12,Compliant,
ATT-05401,WRK-0341,JH-003,2023-02-09,Night,Present,23:05:00,08:46:00,Certified,2023-05-25,Fit,2024-01-15,Compliant,
ATT-05402,WRK-8306,CG-002,2023-02-22,Afternoon,Present,14:43:00,23:39:00,Certified,2023-07-12,Pending,2023-01-28,Compliant,
ATT-05403,WRK-6752,CG-001,2023-03-25,Morning,Present,06:54:00,16:36:00,Expired,2023-03-03,Unfit,2023-03-03,Partial,Boots missing
ATT-05404,WRK-0906,CG-002,2023-02-04,Morning,Present,07:33:00,14:26:00,Certified,2023-06-03,Fit,2023-10-25,Compliant,
ATT-05405,WRK-7520,CG-001,2023-01-20,Night,Present,23:14:00,06:45:00,Certified,2023-04-25,Fit,2023-05-02,Compliant,
ATT-05406,WRK-0814,JH-003,2023-02-17,Night,Present,23:29:00,08:08:00,Certified,2023-10-15,Fit,2024-01-08,Compliant,
ATT-05407,WRK-7983,OD-002,2023-01-18,Afternoon,Present,14:18:00,22:18:00,Certified,2024-01-18,Unfit,2023-01-06,Compliant,
ATT-05408,WRK-4398,OD-001,2023-03-22,Morning,Absent,,,Certified,2023-07-17,Fit,2023-12-07,Non-Compliant,Boots missing
ATT-05409,WRK-7628,JH-002,2023-02-17,Morning,Present,06:54:00,14:06:00,Expired,2023-02-09,Fit,2023-11-06,Compliant,
ATT-05410,WRK-3878,JH-002,2023-04-01,Afternoon,Present,15:15:00,23:14:00,Certified,2023-10-15,Fit,2024-01-08,Compliant,
ATT-05411,WRK-4329,OD-002,2023-01-30,Morning,Absent,,,Certified,2023-10-26,Fit,2023-10-20,Compliant,
ATT-05412,WRK-1093,OD-002,2023-02-01,Afternoon,Present,16:56:00,23:11:00,Certified,2023-11-30,Fit,2023-12-30,Non-Compliant,None
ATT-05413,WRK-2839,CG-002,2023-03-20,Night,Present,22:43:00,06:16:00,Pending,2023-03-04,Fit,2023-11-19,Compliant,
ATT-05414,WRK-3541,CG-002,2023-03-20,Morning,Present,07:23:00,15:55:00,Certified,2024-03-14,Fit,2023-11-03,Compliant,
ATT-05415,WRK-6691,JH-001,2023-02-17,Afternoon,Present,15:15:00,22:04:00,Certified,2023-06-29,Fit,2023-11-11,Compliant,
ATT-05416,WRK-9697,OD-002,2023-01-09,Morning,Present,06:27:00,16:50:00,Pending,2022-12-13,Fit,2023-07-11,Compliant,
ATT-05417,WRK-2773,OD-001,2023-02-22,Afternoon,Late,,,Certified,2023-12-31,Fit,2023-07-03,Compliant,
ATT-05418,WRK-4195,JH-001,2023-01-03,Afternoon,Present,15:11:00,22:21:00,Pending,2022-12-24,Fit,2023-11-10,Compliant,
ATT-05419,WRK-0473,CG-002,2023-02-13,Morning,Present,08:09:00,15:44:00,Expired,2023-02-02,Fit,2023-11-28,Compliant,
ATT-05420,WRK-2625,OD-001,2023-03-16,Morning,On Leave,,,Certified,2024-03-14,Fit,2024-01-16,Non-Compliant,Helmet missing
ATT-05421,WRK-7758,JH-002,2023-01-09,Night,Present,22:58:00,08:01:00,Certified,2023-11-02,Unfit,2022-12-19,Compliant,
ATT-05422,WRK-1787,CG-002,2023-03-06,Night,Present,22:30:00,08:13:00,Pending,2023-03-04,Fit,2024-02-10,Partial,Boots missing
ATT-05423,WRK-6940,CG-001,2023-01-22,Night,Present,22:25:00,06:12:00,Pending,2022-12-25,Fit,2023-05-03,Non-Compliant,Boots missing
ATT-05424,WRK-3608,OD-002,2023-02-04,Morning,Present,06:59:00,14:07:00,Pending,2023-01-09,Fit,2023-08-25,Compliant,
