inspection_id,mine_id,inspection_date,inspection_time,inspector_id,inspector_name,inspector_role,requirement_id,checklist_item,response,observations,observations_hindi,severity,photo_reference,latitude,longitude,sync_status,sync_timestamp
INS-JH-001-2184,JH-001,2023-11-13,22:57:00,INS-002,Sita Devi,Environmental Officer,REQ-016,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Critical,,23.5314646,86.0599139,Pending,
INS-CG-002-2185,CG-002,2023-07-24,12:49:00,INS-002,Sita Devi,Environmental Officer,REQ-053,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Critical,PHOTO-CG-002-2185.jpg,23.4012287,85.7375721,Pending,
INS-JH-001-2186,JH-001,2023-01-09,19:45:00,INS-002,Sita Devi,Environmental Officer,REQ-020,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,Medium,PHOTO-JH-001-2186.jpg,23.5465619,86.1626465,Synced,2023-01-10 00:00:00
INS-OD-001-2187,OD-001,2023-11-16,06:44:00,INS-001,Rajesh Kumar,Safety Officer,REQ-017,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Low,PHOTO-OD-001-2187.jpg,23.4105772,86.073767,Synced,2023-11-16 14:00:00
INS-JH-001-2188,JH-001,2023-07-05,22:18:00,INS-002,Sita Devi,Environmental Officer,REQ-086,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,Low,PHOTO-JH-001-2188.jpg,23.5012749,86.2385908,Failed,
INS-JH-001-2189,JH-001,2023-02-12,10:02:00,INS-003,Amit Patel,Labour Inspector,REQ-090,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Low,PHOTO-JH-001-2189.jpg,23.9955041,85.601392,Synced,2023-02-12 00:00:00
INS-OD-002-2190,OD-002,2023-01-17,04:25:00,INS-002,Sita Devi,Environmental Officer,REQ-072,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Medium,PHOTO-OD-002-2190.jpg,24.0113955,86.3597351,Failed,
INS-OD-001-2191,OD-001,2023-10-12,06:14:00,INS-002,Sita Devi,Environmental Officer,REQ-037,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Medium,PHOTO-OD-001-2191.jpg,24.0611309,86.050123,Synced,2023-10-12 09:00:00
INS-OD-002-2192,OD-002,2023-07-26,15:36:00,INS-001,Rajesh Kumar,Safety Officer,REQ-033,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,Critical,PHOTO-OD-002-2192.jpg,23.5540386,85.7336312,Synced,2023-07-26 04:00:00
INS-JH-001-2193,JH-001,2023-04-17,02:31:00,INS-003,Amit Patel,Labour Inspector,REQ-018,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,High,,23.6851477,85.7603779,Failed,
INS-JH-003-2194,JH-003,2023-05-16,18:57:00,INS-001,Rajesh Kumar,Safety Officer,REQ-093,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Medium,PHOTO-JH-003-2194.jpg,23.2060977,85.4843826,Failed,
INS-CG-001-2195,CG-001,2023-12-03,04:01:00,INS-003,Amit Patel,Labour Inspector,REQ-051,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,High,PHOTO-CG-001-2195.jpg,23.5436903,85.467468,Synced,2023-12-03 18:00:00
INS-JH-001-2196,JH-001,2023-10-14,10:17:00,INS-001,Rajesh Kumar,Safety Officer,REQ-019,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,Critical,PHOTO-JH-001-2196.jpg,23.3696182,85.5070201,Failed,
INS-CG-001-2197,CG-001,2023-04-12,07:20:00,INS-002,Sita Devi,Environmental Officer,REQ-084,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,Medium,PHOTO-CG-001-2197.jpg,23.2561092,85.5082124,Failed,
INS-JH-001-2198,JH-001,2023-10-29,01:33:00,INS-003,Amit Patel,Labour Inspector,REQ-076,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,Critical,PHOTO-JH-001-2198.jpg,23.8938184,86.2595423,Pending,
INS-CG-002-2199,CG-002,2023-09-30,01:11:00,INS-003,Amit Patel,Labour Inspector,REQ-083,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,High,,23.7104551,86.3933251,Synced,2023-09-30 19:00:00
INS-CG-001-2200,CG-001,2023-01-26,19:47:00,INS-001,Rajesh Kumar,Safety Officer,REQ-007,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Medium,PHOTO-CG-001-2200.jpg,23.5838591,85.5385205,Pending,
INS-OD-001-2201,OD-001,2023-03-29,17:58:00,INS-003,Amit Patel,Labour Inspector,REQ-004,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,Medium,PHOTO-OD-001-2201.jpg,23.8410791,85.8790894,Synced,2023-03-29 11:00:00
INS-CG-002-2202,CG-002,2023-10-20,09:49:00,INS-002,Sita Devi,Environmental Officer,REQ-090,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Low,PHOTO-CG-002-2202.jpg,24.0780606,85.670288,Synced,2023-10-20 01:00:00
INS-JH-003-2203,JH-003,2023-12-15,17:13:00,INS-003,Amit Patel,Labour Inspector,REQ-100,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,Critical,PHOTO-JH-003-2203.jpg,23.369503,85.8978646,Failed,
INS-JH-003-2204,JH-003,2023-03-13,03:35:00,INS-003,Amit Patel,Labour Inspector,REQ-016,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Critical,PHOTO-JH-003-2204.jpg,23.6410708,85.8581919,Pending,
INS-CG-001-2205,CG-001,2023-01-15,23:06:00,INS-002,Sita Devi,Environmental Officer,REQ-063,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Low,PHOTO-CG-001-2205.jpg,23.6454162,86.319733,Synced,2023-01-15 21:00:00
INS-OD-002-2206,OD-002,2023-10-05,06:26:00,INS-001,Rajesh Kumar,Safety Officer,REQ-056,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,High,,23.8954097,85.8465123,Failed,
INS-JH-002-2207,JH-002,2023-08-24,12:11:00,INS-003,Amit Patel,Labour Inspector,REQ-021,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,Critical,PHOTO-JH-002-2207.jpg,23.6814232,86.1411299,Synced,2023-08-24 18:00:00
INS-CG-001-2208,CG-001,2023-12-19,06:28:00,INS-003,Amit Patel,Labour Inspector,REQ-051,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,High,,23.7169969,86.0908238,Failed,
INS-CG-001-2209,CG-001,2023-10-03,19:00:00,INS-002,Sita Devi,Environmental Officer,REQ-038,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Medium,PHOTO-CG-001-2209.jpg,23.7323006,85.5561725,Pending,
INS-JH-003-2210,JH-003,2023-11-15,15:30:00,INS-002,Sita Devi,Environmental Officer,REQ-020,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Critical,PHOTO-JH-003-2210.jpg,23.1916375,86.2886046,Failed,
INS-JH-003-2211,JH-003,2023-09-30,00:20:00,INS-001,Rajesh Kumar,Safety Officer,REQ-010,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Critical,,24.1139245,85.8375316,Pending,
INS-OD-002-2212,OD-002,2023-10-26,06:36:00,INS-001,Rajesh Kumar,Safety Officer,REQ-018,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Critical,PHOTO-OD-002-2212.jpg,23.2595126,85.9828768,Synced,2023-10-26 20:00:00
INS-JH-001-2213,JH-001,2023-06-07,16:27:00,INS-001,Rajesh Kumar,Safety Officer,REQ-008,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Low,PHOTO-JH-001-2213.jpg,23.3503357,85.7197697,Failed,
INS-CG-001-2214,CG-001,2023-04-03,16:28:00,INS-003,Amit Patel,Labour Inspector,REQ-063,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Critical,PHOTO-CG-001-2214.jpg,23.7931594,86.0925604,Synced,2023-04-03 18:00:00
INS-JH-002-2215,JH-002,2023-01-10,03:06:00,INS-003,Amit Patel,Labour Inspector,REQ-020,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Low,,23.6738758,86.2856132,Synced,2023-01-10 15:00:00
INS-JH-003-2216,JH-003,2023-03-29,18:48:00,INS-001,Rajesh Kumar,Safety Officer,REQ-052,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Medium,PHOTO-JH-003-2216.jpg,23.3287509,86.3009821,Pending,
INS-OD-002-2217,OD-002,2023-04-18,03:40:00,INS-003,Amit Patel,Labour Inspector,REQ-003,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,Low,,24.1189256,86.0889387,Synced,2023-04-18 04:00:00
INS-CG-002-2218,CG-002,2023-05-14,05:57:00,INS-002,Sita Devi,Environmental Officer,REQ-084,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,High,PHOTO-CG-002-2218.jpg,23.7409177,85.81348,Pending,
INS-CG-002-2219,CG-002,2023-11-22,09:01:00,INS-003,Amit Patel,Labour Inspector,REQ-042,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Low,PHOTO-CG-002-2219.jpg,23.9293402,85.7550755,Failed,
INS-OD-002-2220,OD-002,2023-07-08,13:43:00,INS-002,Sita Devi,Environmental Officer,REQ-033,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Critical,PHOTO-OD-002-2220.jpg,23.6596468,85.6582786,Failed,
INS-JH-003-2221,JH-003,2023-05-10,11:14:00,INS-002,Sita Devi,Environmental Officer,REQ-043,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Critical,PHOTO-JH-003-2221.jpg,24.0630234,86.4251831,Failed,
INS-CG-002-2222,CG-002,2023-08-03,11:59:00,INS-003,Amit Patel,Labour Inspector,REQ-026,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Medium,PHOTO-CG-002-2222.jpg,23.7282643,86.3061496,Failed,
INS-JH-003-2223,JH-003,2023-12-02,17:27:00,INS-003,Amit Patel,Labour Inspector,REQ-021,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Medium,PHOTO-JH-003-2223.jpg,23.558337,85.7497135,Pending,
INS-JH-002-2224,JH-002,2023-03-20,00:55:00,INS-003,Amit Patel,Labour Inspector,REQ-059,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Critical,,23.6745925,86.0589478,Synced,2023-03-20 05:00:00
INS-CG-002-2225,CG-002,2023-11-30,13:49:00,INS-003,Amit Patel,Labour Inspector,REQ-072,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,High,PHOTO-CG-002-2225.jpg,24.0379675,86.1788002,Failed,
INS-CG-001-2226,CG-001,2023-06-22,17:02:00,INS-002,Sita Devi,Environmental Officer,REQ-004,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Low,PHOTO-CG-001-2226.jpg,23.887431,86.0458807,Failed,
INS-JH-003-2227,JH-003,2023-07-25,14:10:00,INS-003,Amit Patel,Labour Inspector,REQ-002,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Medium,PHOTO-JH-003-2227.jpg,24.084466,86.2081583,Synced,2023-07-25 18:00:00
INS-JH-001-2228,JH-001,2023-12-23,14:28:00,INS-001,Rajesh Kumar,Safety Officer,REQ-095,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,High,PHOTO-JH-001-2228.jpg,23.955169,85.7953596,Failed,
INS-CG-001-2229,CG-001,2023-01-03,07:35:00,INS-001,Rajesh Kumar,Safety Officer,REQ-009,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,High,PHOTO-CG-001-2229.jpg,23.5178641,85.8043474,Failed,
INS-JH-002-2230,JH-002,2023-12-19,22:40:00,INS-001,Rajesh Kumar,Safety Officer,REQ-039,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Medium,PHOTO-JH-002-2230.jpg,23.2609133,85.6597177,Synced,2023-12-19 02:00:00
INS-JH-002-2231,JH-002,2023-08-26,19:16:00,INS-003,Amit Patel,Labour Inspector,REQ-088,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,Critical,PHOTO-JH-002-2231.jpg,23.9991357,85.7806117,Synced,2023-08-26 23:00:00
INS-CG-001-2232,CG-001,2023-02-21,03:09:00,INS-001,Rajesh Kumar,Safety Officer,REQ-085,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Low,PHOTO-CG-001-2232.jpg,24.0356373,85.851105,Synced,2023-02-21 14:00:00
INS-CG-002-2233,CG-002,2023-05-16,04:35:00,INS-002,Sita Devi,Environmental Officer,REQ-087,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,High,,23.2178126,85.8134774,Synced,2023-05-16 16:00:00
INS-JH-002-2234,JH-002,2023-10-11,22:43:00,INS-002,Sita Devi,Environmental Officer,REQ-045,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Low,PHOTO-JH-002-2234.jpg,23.923299,86.4267991,Failed,
INS-CG-002-2235,CG-002,2023-11-17,02:37:00,INS-001,Rajesh Kumar,Safety Officer,REQ-042,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Critical,PHOTO-CG-002-2235.jpg,24.0898595,85.79402,Pending,
INS-JH-003-2236,JH-003,2023-12-17,07:44:00,INS-002,Sita Devi,Environmental Officer,REQ-090,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Medium,PHOTO-JH-003-2236.jpg,23.7105163,85.5576536,Pending,
INS-JH-002-2237,JH-002,2023-05-07,14:16:00,INS-002,Sita Devi,Environmental Officer,REQ-013,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,High,PHOTO-JH-002-2237.jpg,23.5412518,85.8731784,Failed,
INS-CG-002-2238,CG-002,2023-03-27,13:16:00,INS-001,Rajesh Kumar,Safety Officer,REQ-023,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,High,PHOTO-CG-002-2238.jpg,23.677864,86.2335361,Pending,
INS-OD-001-2239,OD-001,2023-03-23,00:37:00,INS-003,Amit Patel,Labour Inspector,REQ-008,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Medium,,23.9989581,85.6904989,Synced,2023-03-23 19:00:00
INS-OD-002-2240,OD-002,2023-06-22,02:27:00,INS-003,Amit Patel,Labour Inspector,REQ-064,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,High,,23.4966301,86.0655453,Failed,
INS-OD-002-2241,OD-002,2023-03-15,04:58:00,INS-003,Amit Patel,Labour Inspector,REQ-091,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Medium,PHOTO-OD-002-2241.jpg,23.2666582,85.6232434,Synced,2023-03-15 08:00:00
INS-CG-002-2242,CG-002,2023-04-28,16:58:00,INS-003,Amit Patel,Labour Inspector,REQ-068,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,High,PHOTO-CG-002-2242.jpg,23.2571515,85.7417523,Synced,2023-04-28 01:00:00
INS-JH-002-2243,JH-002,2023-07-09,19:52:00,INS-001,Rajesh Kumar,Safety Officer,REQ-052,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Low,PHOTO-JH-002-2243.jpg,23.3114527,85.6257042,Failed,
INS-JH-002-2244,JH-002,2023-02-24,07:16:00,INS-001,Rajesh Kumar,Safety Officer,REQ-061,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Critical,PHOTO-JH-002-2244.jpg,23.3515054,86.0596339,Synced,2023-02-24 22:00:00
INS-JH-003-2245,JH-003,2023-05-30,18:01:00,INS-003,Amit Patel,Labour Inspector,REQ-037,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Low,PHOTO-JH-003-2245.jpg,23.873948,86.0968968,Synced,2023-05-30 13:00:00
INS-OD-002-2246,OD-002,2023-07-10,07:58:00,INS-001,Rajesh Kumar,Safety Officer,REQ-005,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Critical,PHOTO-OD-002-2246.jpg,23.8449037,85.5572031,Synced,2023-07-10 13:00:00
INS-JH-002-2247,JH-002,2023-12-16,18:07:00,INS-003,Amit Patel,Labour Inspector,REQ-060,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,Critical,PHOTO-JH-002-2247.jpg,24.1266446,86.2588979,Pending,
INS-JH-002-2248,JH-002,2023-03-24,16:07:00,INS-002,Sita Devi,Environmental Officer,REQ-019,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,Low,PHOTO-JH-002-2248.jpg,23.6558718,86.2700969,Synced,2023-03-24 05:00:00
INS-JH-001-2249,JH-001,2023-10-31,17:15:00,INS-002,Sita Devi,Environmental Officer,REQ-073,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Critical,PHOTO-JH-001-2249.jpg,23.6272094,86.228014,Synced,2023-11-01 00:00:00
INS-JH-001-2250,JH-001,2023-07-03,04:36:00,INS-003,Amit Patel,Labour Inspector,REQ-088,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Low,PHOTO-JH-001-2250.jpg,23.4587175,86.3004427,Failed,
