reading_id,mine_id,reading_date,reading_time,parameter,sub_parameter,value,unit,permissible_limit,exceedance,location,latitude,longitude,equipment_id,recorded_by
ER-028022,CG-001,2023-09-27,19:06:00,Dust,PM2.5,69.9,mg/m³,60,True,Effluent Treatment,23.580971,85.6588625,SENS-PM2-002,Rajesh Kumar
ER-028023,OD-002,2023-10-22,21:14:00,Noise,SPL,50.7,dB,85,False,Drill Site,23.2467337,85.5093362,SENS-SPL-007,Amit Patel
ER-028024,JH-002,2023-02-03,14:35:00,Vibration,Whole Body,5.1,m/s²,5,True,Pit Area,24.12573,85.6201383,SENS-Who-051,Sita Devi
ER-028025,CG-002,2023-06-03,15:11:00,Dust,PM2.5,59.4,mg/m³,60,False,Effluent Treatment,23.9500935,86.3043842,SENS-PM2-037,Amit Patel
ER-028026,JH-001,2023-06-23,19:44:00,Dust,PM2.5,34.7,mg/m³,60,False,Effluent Treatment,23.8462015,86.1775952,SENS-PM2-064,Amit Patel
ER-028027,OD-002,2023-01-20,00:52:00,Air Quality,NOx,83.0,mg/m³,80,True,Pit Area,24.0855605,85.596711,SENS-NOx-052,Amit Patel
ER-028028,JH-001,2023-04-05,06:01:00,Water,pH,6.4,,9,False,Crusher Area,23.6326506,85.4860732,SENS-pH-045,Rajesh Kumar
ER-028029,OD-001,2023-04-03,12:23:00,Noise,SPL,63.8,dB,85,False,Drill Site,23.4711095,86.3350128,SENS-SPL-047,Amit Patel
ER-028030,JH-001,2023-08-30,22:01:00,Water,pH,9.5,,9,True,Drill Site,23.602442,85.7375578,SENS-pH-085,Amit Patel
ER-028031,JH-002,2023-12-25,10:02:00,Air Quality,NOx,88.7,mg/m³,80,True,Effluent Treatment,23.2438445,86.2712436,SENS-NOx-006,Amit Patel
ER-028032,CG-001,2023-02-02,00:54:00,Air Quality,SO2,78.2,mg/m³,80,False,Pit Area,23.3049331,85.5665346,SENS-SO2-078,Sita Devi
ER-028033,CG-001,2023-04-23,12:57:00,Groundwater,Level,52.9,m,100,False,Pit Area,23.6667573,85.9458622,SENS-Lev-058,Sita Devi
ER-028034,CG-002,2023-09-22,07:28:00,Air Quality,SO2,86.8,mg/m³,80,True,Pit Area,23.1935139,85.8911261,SENS-SO2-063,Rajesh Kumar
ER-028035,JH-003,2023-08-17,02:02:00,Dust,PM2.5,61.3,mg/m³,60,True,Drill Site,23.4160568,85.5161501,SENS-PM2-066,Sita Devi
ER-028036,CG-001,2023-08-24,07:49:00,Air Quality,NOx,60.7,mg/m³,80,False,Effluent Treatment,23.8022916,85.6205288,SENS-NOx-054,Amit Patel
ER-028037,CG-002,2023-07-29,21:20:00,Air Quality,NOx,49.8,mg/m³,80,False,Crusher Area,23.7959913,86.0924945,SENS-NOx-011,Amit Patel
ER-028038,JH-002,2023-04-05,05:42:00,Air Quality,NOx,68.3,mg/m³,80,False,Effluent Treatment,23.5813829,85.5652668,SENS-NOx-062,Amit Patel
ER-028039,CG-001,2023-03-08,04:37:00,Air Quality,NOx,69.9,mg/m³,80,False,Drill Site,23.8265653,86.3910199,SENS-NOx-048,Sita Devi
ER-028040,CG-001,2023-10-15,00:43:00,Air Quality,SO2,71.7,mg/m³,80,False,Pit Area,23.414188,86.1422659,SENS-SO2-091,Rajesh Kumar
ER-028041,CG-001,2023-12-13,02:44:00,Air Quality,NOx,65.0,mg/m³,80,False,Effluent Treatment,23.4525666,86.1885121,SENS-NOx-025,Amit Patel
ER-028042,CG-002,2023-07-20,11:14:00,Water,TSS,55.9,mg/m³,100,False,Crusher Area,23.8479956,86.0098627,SENS-TSS-017,Amit Patel
ER-028043,OD-001,2023-01-19,04:20:00,Water,pH,10.0,,9,True,Effluent Treatment,23.7116153,86.0851441,SENS-pH-083,Rajesh Kumar
ER-028044,JH-001,2023-10-19,18:50:00,Dust,PM2.5,60.4,mg/m³,60,True,Pit Area,23.3206329,85.8225489,SENS-PM2-025,Sita Devi
ER-028045,OD-001,2023-04-23,20:46:00,Water,TSS,116.6,mg/m³,100,True,Pit Area,23.8616272,86.243603,SENS-TSS-040,Sita Devi
ER-028046,CG-001,2023-10-27,20:23:00,Noise,SPL,81.6,dB,85,False,Drill Site,23.9527821,85.8832625,SENS-SPL-023,Amit Patel
ER-028047,JH-002,2023-02-12,09:16:00,Water,pH,5.1,,9,False,Crusher Area,23.318546,85.6019515,SENS-pH-081,Rajesh Kumar
ER-028048,CG-001,2023-10-14,13:50:00,Dust,PM10,68.5,mg/m³,100,False,Drill Site,24.1292879,86.358032,SENS-PM1-001,Rajesh Kumar
ER-028049,OD-001,2023-04-26,19:26:00,Dust,PM10,109.6,mg/m³,100,True,Effluent Treatment,23.4479923,85.9427443,SENS-PM1-005,Rajesh Kumar
ER-028050,CG-002,2023-11-11,13:43:00,Groundwater,Level,52.4,m,100,False,Effluent Treatment,24.1583226,86.4225711,SENS-Lev-079,Sita Devi
ER-028051,CG-001,2023-09-14,11:59:00,Noise,SPL,85.8,dB,85,True,Effluent Treatment,23.5592264,86.1803076,SENS-SPL-053,Rajesh Kumar
ER-028052,JH-002,2023-04-07,03:01:00,Vibration,Whole Body,2.6,m/s²,5,False,Crusher Area,24.0664259,85.5020402,SENS-Who-073,Rajesh Kumar
ER-028053,JH-003,2023-12-13,00:44:00,Noise,SPL,69.1,dB,85,False,Drill Site,23.6013585,86.4126593,SENS-SPL-075,Amit Patel
ER-028054,JH-002,2023-04-25,20:34:00,Groundwater,Level,113.7,m,100,True,Drill Site,23.7470905,85.8172641,SENS-Lev-038,Rajesh Kumar
ER-028055,OD-001,2023-06-21,10:43:00,Noise,SPL,101.0,dB,85,True,Crusher Area,23.8348384,85.981605,SENS-SPL-033,Sita Devi
ER-028056,JH-001,2023-09-26,22:51:00,Vibration,Whole Body,2.6,m/s²,5,False,Effluent Treatment,23.9729897,85.5709799,SENS-Who-100,Rajesh Kumar
ER-028057,JH-001,2023-03-24,03:17:00,Air Quality,NOx,76.6,mg/m³,80,False,Pit Area,24.0389259,85.6502677,SENS-NOx-097,Rajesh Kumar
ER-028058,JH-003,2023-06-17,23:05:00,Groundwater,Level,107.1,m,100,True,Crusher Area,23.9872407,85.8886303,SENS-Lev-095,Sita Devi
ER-028059,OD-002,2023-01-09,00:38:00,Vibration,Whole Body,3.3,m/s²,5,False,Pit Area,23.2424634,85.9981398,SENS-Who-006,Sita Devi
ER-028060,OD-001,2023-08-26,03:27:00,Dust,PM2.5,49.4,mg/m³,60,False,Crusher Area,23.5082935,85.9101099,SENS-PM2-045,Rajesh Kumar
ER-028061,JH-001,2023-01-03,14:02:00,Noise,SPL,69.8,dB,85,False,Drill Site,23.9441227,85.9793269,SENS-SPL-080,Rajesh Kumar
ER-028062,JH-002,2023-05-23,16:31:00,Vibration,Whole Body,5.6,m/s²,5,True,Drill Site,23.6853787,86.3971483,SENS-Who-015,Amit Patel
ER-028063,JH-003,2023-10-14,23:35:00,Dust,PM2.5,63.2,mg/m³,60,True,Pit Area,23.8193909,85.8703924,SENS-PM2-010,Sita Devi
ER-028064,JH-003,2023-10-12,06:29:00,Noise,SPL,71.2,dB,85,False,Drill Site,23.6140767,85.5540577,SENS-SPL-034,Amit Patel
ER-028065,JH-002,2023-12-14,14:45:00,Vibration,Whole Body,5.9,m/s²,5,True,Crusher Area,23.2139204,86.2009192,SENS-Who-036,Rajesh Kumar
ER-028066,JH-001,2023-04-28,01:22:00,Groundwater,Level,51.3,m,100,False,Crusher Area,23.6081948,85.8125909,SENS-Lev-048,Amit Patel
ER-028067,JH-003,2023-05-29,04:56:00,Noise,SPL,44.6,dB,85,False,Crusher Area,23.4511725,85.5138301,SENS-SPL-082,Rajesh Kumar
ER-028068,JH-002,2023-03-27,16:39:00,Noise,SPL,53.4,dB,85,False,Drill Site,23.5680231,85.4910677,SENS-SPL-052,Rajesh Kumar
ER-028069,OD-002,2023-05-12,17:39:00,Air Quality,SO2,51.0,mg/m³,80,False,Effluent Treatment,23.4829055,85.9966704,SENS-SO2-060,Amit Patel
ER-028070,CG-002,2023-12-20,13:31:00,Air Quality,NOx,77.0,mg/m³,80,False,Drill Site,23.8910678,86.107986,SENS-NOx-060,Sita Devi
ER-028071,CG-002,2023-09-03,07:18:00,Vibration,Whole Body,2.9,m/s²,5,False,Effluent Treatment,23.8006689,85.8188439,SENS-Who-081,Rajesh Kumar
ER-028072,OD-001,2023-01-01,09:23:00,Groundwater,Level,110.2,m,100,True,Pit Area,23.1883113,85.8385298,SENS-Lev-058,Rajesh Kumar
ER-028073,CG-002,2023-06-17,03:37:00,Water,pH,7.0,,9,False,Pit Area,23.8767129,86.0638644,SENS-pH-096,Rajesh Kumar
ER-028074,OD-002,2023-09-14,17:21:00,Noise,SPL,58.8,dB,85,False,Effluent Treatment,24.1661674,85.4960269,SENS-SPL-013,Amit Patel
ER-028075,CG-002,2023-12-16,01:14:00,Noise,SPL,52.0,dB,85,False,Drill Site,23.6718824,86.4371748,SENS-SPL-065,Sita Devi
ER-028076,OD-001,2023-07-06,09:17:00,Noise,SPL,58.3,dB,85,False,Effluent Treatment,24.1488087,86.2526522,SENS-SPL-011,Rajesh Kumar
ER-028077,CG-001,2023-07-11,13:34:00,Air Quality,SO2,54.1,mg/m³,80,False,Crusher Area,23.9498063,86.0868897,SENS-SO2-022,Amit Patel
ER-028078,OD-001,2023-05-02,02:45:00,Groundwater,Level,64.1,m,100,False,Effluent Treatment,23.9578129,85.4550097,SENS-Lev-006,Rajesh Kumar
ER-028079,CG-001,2023-06-20,05:57:00,Noise,SPL,92.9,dB,85,True,Pit Area,23.9782451,85.7698455,SENS-SPL-034,Rajesh Kumar
ER-028080,JH-001,2023-04-05,01:20:00,Air Quality,NOx,92.3,mg/m³,80,True,Pit Area,23.8606786,85.4500399,SENS-NOx-009,Amit Patel
ER-028081,CG-001,2023-03-17,12:37:00,Groundwater,Level,74.9,m,100,False,Pit Area,23.8593734,86.4346013,SENS-Lev-073,Amit Patel
ER-028082,JH-003,2023-06-09,00:43:00,Vibration,Whole Body,5.6,m/s²,5,True,Pit Area,23.7196014,86.2620737,SENS-Who-008,Rajesh Kumar
ER-028083,JH-001,2023-03-16,08:29:00,Water,TSS,95.9,mg/m³,100,False,Drill Site,23.9835245,86.1039796,SENS-TSS-026,Sita Devi
ER-028084,CG-002,2023-12-07,17:39:00,Vibration,Whole Body,3.4,m/s²,5,False,Crusher Area,23.5025824,85.8196159,SENS-Who-097,Amit Patel
ER-028085,JH-002,2023-08-17,13:47:00,Dust,PM2.5,47.5,mg/m³,60,False,Pit Area,23.3152343,85.5865507,SENS-PM2-025,Rajesh Kumar
ER-028086,CG-001,2023-10-24,17:09:00,Noise,SPL,45.4,dB,85,False,Drill Site,23.3885239,86.105801,SENS-SPL-006,Sita Devi
ER-028087,CG-002,2023-10-10,18:51:00,Vibration,Whole Body,3.6,m/s²,5,False,Effluent Treatment,23.7923842,85.6868259,SENS-Who-051,Sita Devi
ER-028088,CG-001,2023-06-13,03:34:00,Noise,SPL,56.2,dB,85,False,Effluent Treatment,23.6757395,85.7100646,SENS-SPL-018,Rajesh Kumar
ER-028089,OD-002,2023-12-16,08:07:00,Noise,SPL,98.1,dB,85,True,Drill Site,23.1772454,86.3830646,SENS-SPL-061,Sita Devi
ER-028090,OD-001,2023-04-21,10:10:00,Air Quality,SO2,48.9,mg/m³,80,False,Pit Area,23.8991204,86.2058996,SENS-SO2-054,Rajesh Kumar
ER-028091,CG-001,2023-07-05,04:43:00,Water,pH,7.6,,9,False,Pit Area,23.2410019,86.1010848,SENS-pH-032,Sita Devi
ER-028092,JH-003,2023-03-19,03:30:00,Vibration,Whole Body,3.5,m/s²,5,False,Pit Area,23.6624106,85.5938365,SENS-Who-089,Rajesh Kumar
ER-028093,CG-001,2023-05-10,22:55:00,Noise,SPL,92.4,dB,85,True,Crusher Area,24.1615968,85.6916187,SENS-SPL-089,Amit Patel
ER-028094,JH-003,2023-04-16,11:21:00,Water,TSS,83.0,mg/m³,100,False,Drill Site,23.3745133,85.9645787,SENS-TSS-085,Sita Devi
ER-028095,OD-001,2023-07-03,04:53:00,Groundwater,Level,74.8,m,100,False,Pit Area,23.9051494,85.8107622,SENS-Lev-090,Rajesh Kumar
ER-028096,JH-003,2023-05-18,07:12:00,Dust,PM10,87.1,mg/m³,100,False,Crusher Area,23.1728656,85.502693,SENS-PM1-046,Sita Devi
ER-028097,CG-001,2023-07-18,14:24:00,Air Quality,SO2,41.9,mg/m³,80,False,Drill Site,24.0449321,85.6941343,SENS-SO2-069,Rajesh Kumar
ER-028098,OD-001,2023-10-12,12:37:00,Vibration,Whole Body,4.4,m/s²,5,False,Drill Site,23.7300639,86.2412814,SENS-Who-071,Amit Patel
ER-028099,JH-002,2023-06-26,16:57:00,Water,pH,9.8,,9,True,Pit Area,23.900153,86.0411253,SENS-pH-037,Sita Devi
ER-028100,OD-001,2023-04-23,06:48:00,Air Quality,SO2,70.6,mg/m³,80,False,Crusher Area,23.3089842,85.9238223,SENS-SO2-041,Rajesh Kumar
ER-028101,OD-002,2023-07-11,05:40:00,Noise,SPL,85.8,dB,85,True,Pit Area,23.6483421,85.7777907,SENS-SPL-057,Sita Devi
ER-028102,CG-002,2023-06-27,18:27:00,Water,pH,7.5,,9,False,Drill Site,23.2873503,85.6929064,SENS-pH-060,Sita Devi
ER-028103,JH-003,2023-01-28,00:25:00,Vibration,Whole Body,4.0,m/s²,5,False,Pit Area,23.4438354,85.8964599,SENS-Who-068,Sita Devi
ER-028104,CG-001,2023-10-30,20:55:00,Noise,SPL,68.3,dB,85,False,Drill Site,23.8877854,86.0202286,SENS-SPL-070,Rajesh Kumar
ER-028105,CG-001,2023-09-29,14:17:00,Water,TSS,104.0,mg/m³,100,True,Pit Area,23.3083632,86.1558074,SENS-TSS-083,Amit Patel
ER-028106,JH-003,2023-07-02,20:31:00,Air Quality,SO2,63.6,mg/m³,80,False,Crusher Area,23.4687505,86.3984189,SENS-SO2-075,Sita Devi
ER-028107,JH-003,2023-01-27,17:46:00,Groundwater,Level,105.9,m,100,True,Crusher Area,23.4545085,85.9171247,SENS-Lev-077,Amit Patel
ER-028108,OD-001,2023-09-08,02:57:00,Noise,SPL,58.5,dB,85,False,Drill Site,23.8171499,86.3378182,SENS-SPL-061,Sita Devi
ER-028109,JH-001,2023-05-14,01:56:00,Noise,SPL,73.2,dB,85,False,Drill Site,23.1981041,85.5591578,SENS-SPL-035,Sita Devi
ER-028110,JH-003,2023-08-12,22:25:00,Noise,SPL,83.7,dB,85,False,Effluent Treatment,23.979275,85.922805,SENS-SPL-050,Sita Devi
ER-028111,OD-002,2023-04-13,15:41:00,Water,TSS,117.2,mg/m³,100,True,Drill Site,23.3257154,85.9442752,SENS-TSS-054,Rajesh Kumar
ER-028112,OD-001,2023-08-15,18:37:00,Noise,SPL,77.0,dB,85,False,Drill Site,23.5661747,85.5186283,SENS-SPL-010,Rajesh Kumar
ER-028113,JH-001,2023-12-31,07:59:00,Water,TSS,82.1,mg/m³,100,False,Drill Site,23.2420377,85.7578903,SENS-TSS-076,Amit Patel
ER-028114,CG-002,2023-04-07,16:15:00,Vibration,Whole Body,4.7,m/s²,5,False,Pit Area,23.5185996,86.0344076,SENS-Who-095,Sita Devi
ER-028115,OD-002,2023-02-14,09:40:00,Vibration,Whole Body,5.1,m/s²,5,True,Drill Site,23.2738292,85.8286997,SENS-Who-085,Rajesh Kumar
ER-028116,CG-001,2023-10-11,02:26:00,Vibration,Whole Body,4.0,m/s²,5,False,Effluent Treatment,23.2966722,86.3925882,SENS-Who-047,Rajesh Kumar
ER-028117,CG-002,2023-02-27,18:48:00,Air Quality,NOx,59.5,mg/m³,80,False,Drill Site,24.1568191,85.5918496,SENS-NOx-032,Amit Patel
ER-028118,OD-001,2023-01-24,23:43:00,Noise,SPL,83.3,dB,85,False,Pit Area,23.4015238,86.1989725,SENS-SPL-099,Amit Patel
ER-028119,JH-003,2023-06-02,18:56:00,Water,TSS,76.5,mg/m³,100,False,Effluent Treatment,23.4480701,86.2603482,SENS-TSS-036,Rajesh Kumar
ER-028120,JH-002,2023-05-03,19:56:00,Noise,SPL,98.8,dB,85,True,Pit Area,23.2767451,85.774937,SENS-SPL-008,Amit Patel
ER-028121,CG-001,2023-03-28,20:02:00,Water,TSS,102.4,mg/m³,100,True,Effluent Treatment,24.1355519,85.6139195,SENS-TSS-003,Sita Devi
ER-028122,CG-001,2023-08-29,07:40:00,Groundwater,Level,84.9,m,100,False,Crusher Area,23.9851009,86.3375637,SENS-Lev-037,Amit Patel
ER-028123,OD-002,2023-09-15,10:10:00,Groundwater,Level,118.4,m,100,True,Drill Site,23.9630188,85.8062152,SENS-Lev-025,Rajesh Kumar
ER-028124,OD-002,2023-01-18,08:07:00,Water,pH,6.1,,9,False,Pit Area,23.7151662,85.5453704,SENS-pH-043,Sita Devi
ER-028125,CG-002,2023-03-02,07:36:00,Air Quality,SO2,77.3,mg/m³,80,False,Pit Area,23.6943935,86.3832271,SENS-SO2-028,Sita Devi
ER-028126,CG-001,2023-05-17,11:03:00,Vibration,Whole Body,3.8,m/s²,5,False,Drill Site,23.4111806,86.3168472,SENS-Who-100,Sita Devi
ER-028127,JH-002,2023-04-01,02:42:00,Water,pH,10.5,,9,True,Pit Area,23.5221928,86.2900793,SENS-pH-040,Sita Devi
ER-028128,OD-001,2023-04-22,02:31:00,Water,TSS,94.0,mg/m³,100,False,Effluent Treatment,23.7383641,85.7766201,SENS-TSS-087,Sita Devi
ER-028129,OD-002,2023-05-14,11:12:00,Water,TSS,102.1,mg/m³,100,True,Drill Site,23.5377685,85.6890587,SENS-TSS-014,Rajesh Kumar
ER-028130,JH-002,2023-04-24,17:28:00,Water,pH,6.0,,9,False,Crusher Area,24.005919,85.7807349,SENS-pH-062,Amit Patel
ER-028131,OD-001,2023-07-01,22:24:00,Vibration,Whole Body,5.5,m/s²,5,True,Drill Site,23.8293374,85.9824005,SENS-Who-056,Sita Devi
ER-028132,JH-002,2023-09-26,14:24:00,Water,TSS,89.4,mg/m³,100,False,Pit Area,23.3200244,86.1217415,SENS-TSS-031,Sita Devi
ER-028133,JH-002,2023-01-13,17:23:00,Dust,PM10,104.2,mg/m³,100,True,Drill Site,23.6098853,85.5613082,SENS-PM1-090,Sita Devi
ER-028134,CG-002,2023-05-18,12:40:00,Groundwater,Level,86.4,m,100,False,Effluent Treatment,24.0970021,86.2077843,SENS-Lev-075,Sita Devi
ER-028135,CG-002,2023-03-03,00:13:00,Vibration,Whole Body,4.0,m/s²,5,False,Crusher Area,23.6132186,86.3005645,SENS-Who-008,Amit Patel
ER-028136,OD-002,2023-07-22,06:19:00,Water,pH,9.4,,9,True,Crusher Area,23.7215609,85.799509,SENS-pH-082,Amit Patel
ER-028137,JH-002,2023-11-19,18:55:00,Air Quality,SO2,70.9,mg/m³,80,False,Drill Site,23.934013,86.0291881,SENS-SO2-093,Amit Patel
ER-028138,JH-002,2023-10-05,00:01:00,Noise,SPL,64.2,dB,85,False,Crusher Area,23.9733928,85.641008,SENS-SPL-057,Rajesh Kumar
ER-028139,OD-001,2023-07-30,04:39:00,Air Quality,NOx,71.0,mg/m³,80,False,Effluent Treatment,23.3169106,85.6285482,SENS-NOx-097,Sita Devi
ER-028140,CG-002,2023-10-28,18:13:00,Noise,SPL,60.7,dB,85,False,Crusher Area,23.702061,86.2730133,SENS-SPL-042,Amit Patel
ER-028141,OD-002,2023-10-26,03:55:00,Dust,PM2.5,44.3,mg/m³,60,False,Crusher Area,23.498887,85.9086694,SENS-PM2-054,Amit Patel
ER-028142,CG-001,2023-01-01,05:03:00,Water,TSS,57.0,mg/m³,100,False,Drill Site,23.2502266,86.1793768,SENS-TSS-047,Rajesh Kumar
ER-028143,JH-002,2023-11-03,04:38:00,Groundwater,Level,106.7,m,100,True,Drill Site,23.6065118,85.8307641,SENS-Lev-072,Amit Patel
ER-028144,JH-002,2023-12-02,09:11:00,Noise,SPL,46.6,dB,85,False,Pit Area,23.7125895,85.745812,SENS-SPL-076,Sita Devi
ER-028145,CG-002,2023-10-16,09:25:00,Vibration,Whole Body,5.1,m/s²,5,True,Drill Site,23.9897875,86.348122,SENS-Who-083,Rajesh Kumar
ER-028146,OD-001,2023-08-30,06:26:00,Vibration,Whole Body,5.8,m/s²,5,True,Pit Area,23.3257569,85.534416,SENS-Who-059,Amit Patel
ER-028147,JH-003,2023-08-15,04:01:00,Water,TSS,116.8,mg/m³,100,True,Pit Area,23.615993,86.2510455,SENS-TSS-057,Amit Patel
ER-028148,JH-001,2023-12-14,00:11:00,Groundwater,Level,69.0,m,100,False,Pit Area,23.5271233,85.5372478,SENS-Lev-003,Sita Devi
ER-028149,OD-001,2023-11-02,09:38:00,Air Quality,NOx,50.1,mg/m³,80,False,Crusher Area,23.4234626,85.8175202,SENS-NOx-039,Amit Patel
ER-028150,OD-001,2023-09-14,09:35:00,Vibration,Whole Body,3.7,m/s²,5,False,Pit Area,24.0141651,86.3281707,SENS-Who-050,Amit Patel
ER-028151,JH-002,2023-11-28,21:06:00,Dust,PM10,77.7,mg/m³,100,False,Pit Area,23.1815334,86.3300337,SENS-PM1-055,Rajesh Kumar
ER-028152,CG-001,2023-03-21,12:29:00,Vibration,Whole Body,3.1,m/s²,5,False,Drill Site,23.2820967,85.7066553,SENS-Who-028,Amit Patel
ER-028153,CG-002,2023-05-16,00:02:00,Water,pH,8.9,,9,False,Drill Site,23.8859985,85.702627,SENS-pH-011,Rajesh Kumar
ER-028154,JH-003,2023-12-18,04:31:00,Dust,PM2.5,38.3,mg/m³,60,False,Pit Area,23.898882,86.0683277,SENS-PM2-077,Amit Patel
ER-028155,JH-002,2023-09-02,09:39:00,Groundwater,Level,106.4,m,100,True,Effluent Treatment,23.3559459,85.5428129,SENS-Lev-063,Rajesh Kumar
ER-028156,CG-002,2023-03-09,22:49:00,Air Quality,NOx,82.7,mg/m³,80,True,Drill Site,23.6257712,85.80814,SENS-NOx-029,Rajesh Kumar
ER-028157,CG-001,2023-08-09,22:59:00,Water,pH,8.2,,9,False,Crusher Area,23.7450529,85.9396749,SENS-pH-015,Sita Devi
ER-028158,OD-002,2023-04-30,16:00:00,Vibration,Whole Body,4.2,m/s²,5,False,Effluent Treatment,24.0262036,86.3650124,SENS-Who-065,Amit Patel
ER-028159,CG-002,2023-03-02,05:12:00,Dust,PM2.5,65.6,mg/m³,60,True,Drill Site,23.1772661,86.0980049,SENS-PM2-019,Sita Devi
ER-028160,JH-003,2023-04-24,18:49:00,Vibration,Whole Body,5.8,m/s²,5,True,Crusher Area,23.6706715,86.4341861,SENS-Who-090,Amit Patel
ER-028161,CG-002,2023-05-04,15:31:00,Water,pH,6.0,,9,False,Effluent Treatment,23.7079704,85.8841688,SENS-pH-073,Sita Devi
ER-028162,OD-002,2023-07-26,06:41:00,Noise,SPL,95.4,dB,85,True,Effluent Treatment,23.24804,85.8248538,SENS-SPL-007,Amit Patel
ER-028163,CG-002,2023-04-18,08:33:00,Groundwater,Level,57.8,m,100,False,Drill Site,24.0843462,85.7757242,SENS-Lev-098,Sita Devi
ER-028164,CG-002,2023-11-13,11:37:00,Water,pH,4.9,,9,False,Crusher Area,23.1841009,86.1743606,SENS-pH-051,Sita Devi
ER-028165,OD-001,2023-10-01,00:58:00,Groundwater,Level,112.9,m,100,True,Crusher Area,23.9178839,85.6720596,SENS-Lev-050,Amit Patel
ER-028166,OD-002,2023-08-10,03:06:00,Air Quality,NOx,78.5,mg/m³,80,False,Effluent Treatment,23.7657728,85.6178372,SENS-NOx-002,Rajesh Kumar
ER-028167,JH-001,2023-07-20,20:06:00,Vibration,Whole Body,4.8,m/s²,5,False,Effluent Treatment,23.7517828,85.462173,SENS-Who-090,Sita Devi
ER-028168,CG-002,2023-02-22,21:17:00,Groundwater,Level,71.9,m,100,False,Drill Site,23.359822,85.8544337,SENS-Lev-074,Amit Patel
ER-028169,JH-002,2023-03-26,11:54:00,Air Quality,NOx,58.7,mg/m³,80,False,Effluent Treatment,23.813513,86.3874202,SENS-NOx-040,Amit Patel
ER-028170,JH-001,2023-10-11,14:10:00,Air Quality,SO2,49.0,mg/m³,80,False,Drill Site,23.167706,85.8663278,SENS-SO2-093,Rajesh Kumar
ER-028171,JH-001,2023-08-06,23:54:00,Dust,PM10,109.2,mg/m³,100,True,Crusher Area,23.4237453,86.0982664,SENS-PM1-053,Amit Patel
ER-028172,OD-001,2023-02-01,14:31:00,Groundwater,Level,108.6,m,100,True,Effluent Treatment,23.9100534,85.8658392,SENS-Lev-049,Amit Patel
ER-028173,CG-002,2023-11-21,08:59:00,Groundwater,Level,55.4,m,100,False,Effluent Treatment,23.3183417,85.6317518,SENS-Lev-056,Amit Patel
ER-028174,JH-002,2023-10-04,13:15:00,Groundwater,Level,71.3,m,100,False,Drill Site,24.0893555,85.9928426,SENS-Lev-044,Amit Patel
ER-028175,OD-002,2023-11-23,22:11:00,Noise,SPL,82.5,dB,85,False,Crusher Area,23.991885,86.0988831,SENS-SPL-036,Sita Devi
ER-028176,CG-001,2023-03-15,07:20:00,Vibration,Whole Body,2.6,m/s²,5,False,Drill Site,23.5209084,86.3918126,SENS-Who-059,Amit Patel
ER-028177,CG-002,2023-01-08,09:04:00,Dust,PM10,70.8,mg/m³,100,False,Crusher Area,23.7777321,85.8147175,SENS-PM1-045,Sita Devi
ER-028178,JH-002,2023-06-28,04:45:00,Noise,SPL,51.1,dB,85,False,Drill Site,24.1314326,86.4486007,SENS-SPL-020,Amit Patel
ER-028179,JH-003,2023-09-16,16:24:00,Noise,SPL,62.7,dB,85,False,Effluent Treatment,23.2077237,85.9676585,SENS-SPL-021,Rajesh Kumar
ER-028180,JH-001,2023-07-12,03:25:00,Air Quality,SO2,83.5,mg/m³,80,True,Effluent Treatment,23.7024727,85.8557348,SENS-SO2-068,Rajesh Kumar
ER-028181,JH-001,2023-10-08,10:05:00,Water,TSS,91.8,mg/m³,100,False,Effluent Treatment,23.7333591,86.1079096,SENS-TSS-041,Rajesh Kumar
ER-028182,CG-002,2023-04-12,08:02:00,Noise,SPL,99.6,dB,85,True,Pit Area,23.5483157,86.2062753,SENS-SPL-016,Rajesh Kumar
ER-028183,OD-001,2023-05-14,20:58:00,Vibration,Whole Body,3.3,m/s²,5,False,Pit Area,23.4819307,86.2595615,SENS-Who-020,Sita Devi
ER-028184,CG-002,2023-04-12,01:01:00,Noise,SPL,101.4,dB,85,True,Pit Area,24.0712387,85.7895809,SENS-SPL-041,Rajesh Kumar
ER-028185,OD-002,2023-12-14,09:40:00,Dust,PM2.5,54.5,mg/m³,60,False,Pit Area,23.4675966,86.2875062,SENS-PM2-069,Rajesh Kumar
ER-028186,JH-003,2023-12-12,11:56:00,Water,TSS,80.7,mg/m³,100,False,Pit Area,23.5684006,85.8150661,SENS-TSS-086,Sita Devi
ER-028187,OD-001,2023-12-01,14:45:00,Dust,PM2.5,43.1,mg/m³,60,False,Crusher Area,24.0942453,85.894626,SENS-PM2-013,Sita Devi
ER-028188,OD-002,2023-05-10,09:52:00,Water,pH,10.0,,9,True,Crusher Area,24.0245451,85.823826,SENS-pH-077,Amit Patel
ER-028189,JH-002,2023-03-25,16:50:00,Vibration,Whole Body,4.2,m/s²,5,False,Drill Site,23.4732056,85.8954456,SENS-Who-006,Rajesh Kumar
ER-028190,JH-001,2023-02-07,16:00:00,Water,pH,5.2,,9,False,Effluent Treatment,23.7307443,86.2889606,SENS-pH-090,Amit Patel
ER-028191,CG-002,2023-08-01,20:20:00,Air Quality,NOx,74.8,mg/m³,80,False,Pit Area,23.5170907,85.6343005,SENS-NOx-036,Rajesh Kumar
ER-028192,OD-002,2023-01-09,06:50:00,Groundwater,Level,53.6,m,100,False,Pit Area,23.3592557,86.3842147,SENS-Lev-079,Rajesh Kumar
